ds,y
2017-12-21,557582.0
2017-12-22,540994.0
2017-12-23,524603.0
2017-12-24,520804.0
2017-12-25,503124.0
2017-12-26,514664.0
2017-12-27,536873.0
2017-12-28,546666.0
2017-12-29,549203.0
2017-12-30,530981.0
2017-12-31,534573.0
2018-01-01,545272.0
2018-01-02,702481.0
2018-01-03,702793.0
2018-01-04,814721.0
2018-01-05,805220.0
2018-01-06,761365.0
2018-01-07,705489.0
2018-01-08,591625.0
2018-01-09,520528.0
2018-01-10,505967.0
2018-01-11,520283.0
2018-01-12,532303.0
2018-01-13,518020.0
2018-01-14,628715.0
2018-01-15,637786.0
2018-01-16,610906.0
2018-01-17,582802.0
2018-01-18,768018.0
2018-01-19,777013.0
2018-01-20,609973.0
2018-01-21,509505.0
2018-01-22,516589.0
2018-01-23,530128.0
2018-01-24,533209.0
2018-01-25,550340.0
2018-01-26,549199.0
2018-01-27,498964.0
2018-01-28,497361.0
2018-01-29,528966.0
2018-01-30,539220.0
2018-01-31,606321.0
2018-02-01,554958.0
2018-02-02,524089.0
2018-02-03,527571.0
2018-02-04,514834.0
2018-02-05,523357.0
2018-02-06,535107.0
2018-02-07,543136.0
2018-02-08,560195.0
2018-02-09,564294.0
2018-02-10,553458.0
2018-02-11,560206.0
2018-02-12,602150.0
2018-02-13,596863.0
2018-02-14,574996.0
2018-02-15,557909.0
2018-02-16,553418.0
2018-02-17,535168.0
2018-02-18,531916.0
2018-02-19,558173.0
2018-02-20,593572.0
2018-02-21,616583.0
2018-02-22,599952.0
2018-02-23,590216.0
2018-02-24,562745.0
2018-02-25,556743.0
2018-02-26,583455.0
2018-02-27,573522.0
2018-02-28,560205.0
2018-03-01,579863.0
2018-03-02,582008.0
2018-03-03,496629.0
2018-03-04,473122.0
2018-03-05,495562.0
2018-03-06,496791.0
2018-03-07,500314.0
2018-03-08,499887.0
2018-03-09,529610.0
2018-03-10,488880.0
2018-03-11,492170.0
2018-03-12,533045.0
2018-03-13,517027.0
2018-03-14,531243.0
2018-03-15,541704.0
2018-03-16,533942.0
2018-03-17,495947.0
2018-03-18,504033.0
2018-03-19,553364.0
2018-03-20,577919.0
2018-03-21,529295.0
2018-03-22,500425.0
2018-03-23,511836.0
2018-03-24,482319.0
2018-03-25,485671.0
2018-03-26,535051.0
2018-03-27,539808.0
2018-03-28,528213.0
2018-03-29,555784.0
2018-03-30,571668.0
2018-03-31,528448.0
2018-04-01,539179.0
2018-04-02,584165.0
2018-04-03,606440.0
2018-04-04,605379.0
2018-04-05,575735.0
2018-04-06,572126.0
2018-04-07,582467.0
2018-04-08,562497.0
2018-04-09,614687.0
2018-04-10,619915.0
2018-04-11,551805.0
2018-04-12,544707.0
2018-04-13,582423.0
2018-04-14,599946.0
2018-04-15,629159.0
2018-04-16,526587.0
2018-04-17,511699.0
2018-04-18,541665.0
2018-04-19,579778.0
2018-04-20,596174.0
2018-04-21,582648.0
2018-04-22,587042.0
2018-04-23,619558.0
2018-04-24,631074.0
2018-04-25,590026.0
2018-04-26,583159.0
2018-04-27,611628.0
2018-04-28,566244.0
2018-04-29,571310.0
2018-04-30,616541.0
2018-05-01,617816.0
2018-05-02,620836.0
2018-05-03,637383.0
2018-05-04,657094.0
2018-05-05,633840.0
2018-05-06,622669.0
2018-05-07,648193.0
2018-05-08,657500.0
2018-05-09,660349.0
2018-05-10,658559.0
2018-05-11,673255.0
2018-05-12,623016.0
2018-05-13,584239.0
2018-05-14,586655.0
2018-05-15,616784.0
2018-05-16,612560.0
2018-05-17,605230.0
2018-05-18,616084.0
2018-05-19,597410.0
2018-05-20,541588.0
2018-05-21,585413.0
2018-05-22,612715.0
2018-05-23,652988.0
2018-05-24,689470.0
2018-05-25,655918.0
2018-05-26,576805.0
2018-05-27,563336.0
2018-05-28,627049.0
2018-05-29,662138.0
2018-05-30,649915.0
2018-05-31,662621.0
2018-06-01,685110.0
2018-06-02,693681.0
2018-06-03,698510.0
2018-06-04,751227.0
2018-06-05,746402.0
2018-06-06,690310.0
2018-06-07,664881.0
2018-06-08,655792.0
2018-06-09,631480.0
2018-06-10,648800.0
2018-06-11,680809.0
2018-06-12,675663.0
2018-06-13,704052.0
2018-06-14,704226.0
2018-06-15,715156.0
2018-06-16,690829.0
2018-06-17,709590.0
2018-06-18,754755.0
2018-06-19,779660.0
2018-06-20,768451.0
2018-06-21,760981.0
2018-06-22,759942.0
2018-06-23,745171.0
2018-06-24,726150.0
2018-06-25,732907.0
2018-06-26,756872.0
2018-06-27,732777.0
2018-06-28,721958.0
2018-06-29,679112.0
2018-06-30,660014.0
2018-07-01,686861.0
2018-07-02,770874.0
2018-07-03,773309.0
2018-07-04,702332.0
2018-07-05,694328.0
2018-07-06,706980.0
2018-07-07,694834.0
2018-07-08,713652.0
2018-07-09,761320.0
2018-07-10,764849.0
2018-07-11,761279.0
2018-07-12,757163.0
2018-07-13,760975.0
2018-07-14,752386.0
2018-07-15,751165.0
2018-07-16,793699.0
2018-07-17,784586.0
2018-07-18,759702.0
2018-07-19,755511.0
2018-07-20,752482.0
2018-07-21,745647.0
2018-07-22,757760.0
2018-07-23,733727.0
2018-07-24,741734.0
2018-07-25,755130.0
2018-07-26,772377.0
2018-07-27,773978.0
2018-07-28,750253.0
2018-07-29,695433.0
2018-07-30,689379.0
2018-07-31,700544.0
2018-08-01,745179.0
2018-08-02,758448.0
2018-08-03,764699.0
2018-08-04,769731.0
2018-08-05,774988.0
2018-08-06,788431.0
2018-08-07,803879.0
2018-08-08,814535.0
2018-08-09,802618.0
2018-08-10,759862.0
2018-08-11,705141.0
2018-08-12,706575.0
2018-08-13,739683.0
2018-08-14,763534.0
2018-08-15,771017.0
2018-08-16,796291.0
2018-08-17,797187.0
2018-08-18,779138.0
2018-08-19,767422.0
2018-08-20,753673.0
2018-08-21,772208.0
2018-08-22,771995.0
2018-08-23,766291.0
2018-08-24,761342.0
2018-08-25,706362.0
2018-08-26,698657.0
2018-08-27,759868.0
2018-08-28,739292.0
2018-08-29,706315.0
2018-08-30,688537.0
2018-08-31,724875.0
2018-09-01,720464.0
2018-09-02,692478.0
2018-09-03,641176.0
2018-09-04,699759.0
2018-09-05,765351.0
2018-09-06,754600.0
